지점코드,지점명,측정항목,2026년1월,2026년2월,2026년3월,2026년4월,2026년5월,2026년6월,2026년7월,2026년8월,2026년9월,2026년 10월,2026년11월,2026년12월
2011A19,한천2,안티몬(Sb),,,,,,,,,,,,
2011A19,한천2,비소(As),,,,,,,,,,,,
2011A19,한천2,바륨(Ba),,,,,,,,,,,,
2011A19,한천2,벤젠,,,,,,,,,,,,
2011A19,한천2,생물화학적산소요구량(BOD),1.2,1.4,1.2,1.2,,,,,,,,
2011A19,한천2,사염화탄소,,,,,,,,,,,,
2011A19,한천2,카드뮴(Cd),,,,,,,,,,,,
2011A19,한천2,클로로포름,,,,,,,,,,,,
2011A19,한천2,염소이온(Cl-),,,,,,,,,,,,
2011A19,한천2,클로로필-a(Chlorophyll-a),4.4,14.5,7.5,8.3,,,,,,,,
2011A19,한천2,시안(CN),,,,,,,,,,,,
2011A19,한천2,화학적산소요구량(COD),6.4,7.1,7,6.2,,,,,,,,
2011A19,한천2,색도,,,,,,,,,,,,
2011A19,한천2,크롬(Cr),,,,,,,,,,,,
2011A19,한천2,6가크롬(Cr6+),,,,,,,,,,,,
2011A19,한천2,구리(Cu),,,,,,,,,,,,
2011A19,한천2,"1,2,-다이클로로에탄",,,,,,,,,,,,
2011A19,한천2,다이클로로메탄,,,,,,,,,,,,
2011A19,한천2,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
2011A19,한천2,"1,4-다이옥세인",,,,,,,,,,,,
2011A19,한천2,용존산소(DO),12.4,11,10.7,9.6,,,,,,,,
2011A19,한천2,용존총질소(DTN),5.073,4.66,3.173,2.826,,,,,,,,
2011A19,한천2,용존총인(DTP),0.014,0.029,0.016,0.018,,,,,,,,
2011A19,한천2,전기전도도(EC),1435,1277,1131,667,,,,,,,,
2011A19,한천2,분원성대장균군,,,,,,,,,,,,
2011A19,한천2,용해성 철(Fe),,,,,,,,,,,,
2011A19,한천2,불소(F),,,,,,,,,,,,
2011A19,한천2,헥사클로로벤젠,,,,,,,,,,,,
2011A19,한천2,포름알데히드,,,,,,,,,,,,
2011A19,한천2,수은(Hg),,,,,,,,,,,,
2011A19,한천2,수위,,,,,,,,,,,,
2011A19,한천2,용해성 망간(Mn),,,,,,,,,,,,
2011A19,한천2,암모니아성 질소(NH3-N),0.127,0.142,0.126,0.07,,,,,,,,
2011A19,한천2,노말헥산추출물질,,,,,,,,,,,,
2011A19,한천2,니켈(Ni),,,,,,,,,,,,
2011A19,한천2,질산성질소(NO3-N),4.448,3.899,2.56,2.379,,,,,,,,
2011A19,한천2,유기인,,,,,,,,,,,,
2011A19,한천2,납(Pb),,,,,,,,,,,,
2011A19,한천2,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
2011A19,한천2,테트라클로로에틸렌(PCE),,,,,,,,,,,,
2011A19,한천2,수소이온농도(pH),7.2,7.1,7.2,7.2,,,,,,,,
2011A19,한천2,페놀류(phenols),,,,,,,,,,,,
2011A19,한천2,인산염 인(PO4-P),0.004,0.004,0.002,0.008,,,,,,,,
2011A19,한천2,셀레늄(Se),,,,,,,,,,,,
2011A19,한천2,부유물질(SS),2,6.8,3.6,5.9,,,,,,,,
2011A19,한천2,트리클로로에틸렌(TCE),,,,,,,,,,,,
2011A19,한천2,총대장균군,,,,,,,,,,,,
2011A19,한천2,수온,7.9,8.6,12.9,17.5,,,,,,,,
2011A19,한천2,총질소(T-N),5.087,4.714,3.563,2.95,,,,,,,,
2011A19,한천2,총유기탄소(TOC),3.6,4.4,4.3,4,,,,,,,,
2011A19,한천2,총인(T-P),0.023,0.044,0.028,0.03,,,,,,,,
2011A19,한천2,투명도,,,,,,,,,,,,
2011A19,한천2,아연(Zn),,,,,,,,,,,,
2011A20,구미,음이온계면활성제(ABS),,,0,,,,,,,,,
2011A20,구미,조류,,,,,,,,,,,,
2011A20,구미,유량,48.511,42.376,49.314,80.223,,,,,,,,
2011A20,구미,안티몬(Sb),,,0,,,,,,,,,
2011A20,구미,비소(As),,,0,,,,,,,,,
2011A20,구미,바륨(Ba),,,,,,,,,,,,
2011A20,구미,벤젠,,,,,,,,,,,,
2011A20,구미,생물화학적산소요구량(BOD),1.6,2.3,2.2,2.2,,,,,,,,
2011A20,구미,사염화탄소,,,,,,,,,,,,
2011A20,구미,카드뮴(Cd),,,0,,,,,,,,,
2011A20,구미,클로로포름,,,,,,,,,,,,
2011A20,구미,염소이온(Cl-),,,,,,,,,,,,
2011A20,구미,클로로필-a(Chlorophyll-a),13.5,22,21.9,28.9,,,,,,,,
2011A20,구미,시안(CN),,,0,,,,,,,,,
2011A20,구미,화학적산소요구량(COD),4.8,5.4,5.4,6.4,,,,,,,,
2011A20,구미,색도,,,,,,,,,,,,
2011A20,구미,크롬(Cr),,,,,,,,,,,,
2011A20,구미,6가크롬(Cr6+),,,0,,,,,,,,,
2011A20,구미,구리(Cu),,,,,,,,,,,,
2011A20,구미,"1,2,-다이클로로에탄",,,,,,,,,,,,
2011A20,구미,다이클로로메탄,,,,,,,,,,,,
2011A20,구미,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
2011A20,구미,"1,4-다이옥세인",,,,,,,,,,,,
2011A20,구미,용존산소(DO),14.9,14.8,13.3,11,,,,,,,,
2011A20,구미,용존총질소(DTN),2.87,3.302,2.86,2.747,,,,,,,,
2011A20,구미,용존총인(DTP),0.006,0.007,0.006,0.007,,,,,,,,
2011A20,구미,전기전도도(EC),331,381,333,276,,,,,,,,
2011A20,구미,분원성대장균군,29,35,25,240,,,,,,,,
2011A20,구미,용해성 철(Fe),,,,,,,,,,,,
2011A20,구미,불소(F),,,,,,,,,,,,
2011A20,구미,헥사클로로벤젠,,,,,,,,,,,,
2011A20,구미,포름알데히드,,,,,,,,,,,,
2011A20,구미,수은(Hg),,,0,,,,,,,,,
2011A20,구미,수위,,,,,,,,,,,,
2011A20,구미,용해성 망간(Mn),,,,,,,,,,,,
2011A20,구미,암모니아성 질소(NH3-N),0.069,0.038,0.027,0.046,,,,,,,,
2011A20,구미,노말헥산추출물질,,,,,,,,,,,,
2011A20,구미,니켈(Ni),,,,,,,,,,,,
2011A20,구미,질산성질소(NO3-N),2.693,2.742,2.406,2.366,,,,,,,,
2011A20,구미,유기인,,,,,,,,,,,,
2011A20,구미,납(Pb),,,0,,,,,,,,,
2011A20,구미,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
2011A20,구미,테트라클로로에틸렌(PCE),,,,,,,,,,,,
2011A20,구미,수소이온농도(pH),8.1,8.7,8.8,8.4,,,,,,,,
2011A20,구미,페놀류(phenols),0,0,0,0,,,,,,,,
2011A20,구미,인산염 인(PO4-P),0,0,0,0.001,,,,,,,,
2011A20,구미,셀레늄(Se),,,,,,,,,,,,
2011A20,구미,부유물질(SS),3.2,4,5.3,6,,,,,,,,
2011A20,구미,트리클로로에틸렌(TCE),,,,,,,,,,,,
2011A20,구미,총대장균군,210,830,220,1100,,,,,,,,
2011A20,구미,수온,1.4,7.8,10.2,16.2,,,,,,,,
2011A20,구미,총질소(T-N),2.932,3.562,3.104,2.924,,,,,,,,
2011A20,구미,총유기탄소(TOC),2.9,3.8,3.7,3.8,,,,,,,,
2011A20,구미,총인(T-P),0.016,0.023,0.018,0.024,,,,,,,,
2011A20,구미,투명도,,,,,,,,,,,,
2011A20,구미,아연(Zn),,,,,,,,,,,,
2011A25,칠곡,음이온계면활성제(ABS),0,0,0,0,,,,,,,,
2011A25,칠곡,조류,,,,,,,,,,,,
2011A25,칠곡,유량,,,,,,,,,,,,
2011A25,칠곡,안티몬(Sb),0,0,0,0,,,,,,,,
2011A25,칠곡,비소(As),0,0,0,0,,,,,,,,
2011A25,칠곡,바륨(Ba),,,,,,,,,,,,
2011A25,칠곡,벤젠,,,,,,,,,,,,
2011A25,칠곡,생물화학적산소요구량(BOD),2.4,2.2,2.1,1.9,,,,,,,,
2011A25,칠곡,사염화탄소,,,,,,,,,,,,
2011A25,칠곡,카드뮴(Cd),0,0,0,0,,,,,,,,
2011A25,칠곡,클로로포름,,,,,,,,,,,,
2011A25,칠곡,염소이온(Cl-),,,,,,,,,,,,
2011A25,칠곡,클로로필-a(Chlorophyll-a),21.1,29.3,25,29.3,,,,,,,,
2011A25,칠곡,시안(CN),0,0,0,0,,,,,,,,
2011A25,칠곡,화학적산소요구량(COD),5.2,5.3,5.6,6.3,,,,,,,,
2011A25,칠곡,색도,,,,,,,,,,,,
2011A25,칠곡,크롬(Cr),,,,,,,,,,,,
2011A25,칠곡,6가크롬(Cr6+),0,0,0,0,,,,,,,,
2011A25,칠곡,구리(Cu),,,,,,,,,,,,
2011A25,칠곡,"1,2,-다이클로로에탄",,,,,,,,,,,,
2011A25,칠곡,다이클로로메탄,,,,,,,,,,,,
2011A25,칠곡,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
2011A25,칠곡,"1,4-다이옥세인",,,,,,,,,,,,
2011A25,칠곡,용존산소(DO),14.6,14.8,13.4,9.9,,,,,,,,
2011A25,칠곡,용존총질소(DTN),2.984,3.17,2.829,2.584,,,,,,,,
2011A25,칠곡,용존총인(DTP),0.005,0.007,0.008,0.007,,,,,,,,
2011A25,칠곡,전기전도도(EC),343,383,367,276,,,,,,,,
2011A25,칠곡,분원성대장균군,2,133,4,79,,,,,,,,
2011A25,칠곡,용해성 철(Fe),,,,,,,,,,,,
2011A25,칠곡,불소(F),,,,,,,,,,,,
2011A25,칠곡,헥사클로로벤젠,,,,,,,,,,,,
2011A25,칠곡,포름알데히드,,,,,,,,,,,,
2011A25,칠곡,수은(Hg),0,0,0,0,,,,,,,,
2011A25,칠곡,수위,,,,,,,,,,,,
2011A25,칠곡,용해성 망간(Mn),,,,,,,,,,,,
2011A25,칠곡,암모니아성 질소(NH3-N),0.042,0.04,0.026,0.053,,,,,,,,
2011A25,칠곡,노말헥산추출물질,,,,,,,,,,,,
2011A25,칠곡,니켈(Ni),,,,,,,,,,,,
2011A25,칠곡,질산성질소(NO3-N),2.663,2.864,2.487,2.168,,,,,,,,
2011A25,칠곡,유기인,,,,,,,,,,,,
2011A25,칠곡,납(Pb),0,0,0,0,,,,,,,,
2011A25,칠곡,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
2011A25,칠곡,테트라클로로에틸렌(PCE),,,,,,,,,,,,
2011A25,칠곡,수소이온농도(pH),7.8,8.6,8.8,8.2,,,,,,,,
2011A25,칠곡,페놀류(phenols),0,0,0,0,,,,,,,,
2011A25,칠곡,인산염 인(PO4-P),0,0.002,0.001,0.002,,,,,,,,
2011A25,칠곡,셀레늄(Se),,,,,,,,,,,,
2011A25,칠곡,부유물질(SS),4.4,5.8,5.5,5.9,,,,,,,,
2011A25,칠곡,트리클로로에틸렌(TCE),,,,,,,,,,,,
2011A25,칠곡,총대장균군,200,765,304,1503,,,,,,,,
2011A25,칠곡,수온,2.6,4.6,8.4,14.6,,,,,,,,
2011A25,칠곡,총질소(T-N),3.044,3.288,2.997,2.723,,,,,,,,
2011A25,칠곡,총유기탄소(TOC),3.1,3.7,3.7,3.6,,,,,,,,
2011A25,칠곡,총인(T-P),0.015,0.023,0.021,0.028,,,,,,,,
2011A25,칠곡,투명도,,,,,,,,,,,,
2011A25,칠곡,아연(Zn),,,,,,,,,,,,
2011A30,왜관,음이온계면활성제(ABS),0,0,0,0,,,,,,,,
2011A30,왜관,조류,,,,,,,,,,,,
2011A30,왜관,유량,,,,,,,,,,,,
2011A30,왜관,안티몬(Sb),0,0,0,0,,,,,,,,
2011A30,왜관,비소(As),0,0,0,0,,,,,,,,
2011A30,왜관,바륨(Ba),,,,,,,,,,,,
2011A30,왜관,벤젠,,,0,,,,,,,,,
2011A30,왜관,생물화학적산소요구량(BOD),1.8,2.1,2.4,1.7,,,,,,,,
2011A30,왜관,사염화탄소,,,0,,,,,,,,,
2011A30,왜관,카드뮴(Cd),0,0,0,0,,,,,,,,
2011A30,왜관,클로로포름,,,0,,,,,,,,,
2011A30,왜관,염소이온(Cl-),,,,,,,,,,,,
2011A30,왜관,클로로필-a(Chlorophyll-a),17.1,22.1,28.4,26.8,,,,,,,,
2011A30,왜관,시안(CN),0,0,0,0,,,,,,,,
2011A30,왜관,화학적산소요구량(COD),5.1,5.4,5.8,6.1,,,,,,,,
2011A30,왜관,색도,,,,,,,,,,,,
2011A30,왜관,크롬(Cr),,,,,,,,,,,,
2011A30,왜관,6가크롬(Cr6+),0,0,0,0,,,,,,,,
2011A30,왜관,구리(Cu),,,,,,,,,,,,
2011A30,왜관,"1,2,-다이클로로에탄",,,0,,,,,,,,,
2011A30,왜관,다이클로로메탄,,,0,,,,,,,,,
2011A30,왜관,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
2011A30,왜관,"1,4-다이옥세인",,,,,,,,,,,,
2011A30,왜관,용존산소(DO),13.5,13.6,12.2,10.2,,,,,,,,
2011A30,왜관,용존총질소(DTN),2.835,2.969,2.962,2.623,,,,,,,,
2011A30,왜관,용존총인(DTP),0.008,0.007,0.008,0.009,,,,,,,,
2011A30,왜관,전기전도도(EC),363,387,374,281,,,,,,,,
2011A30,왜관,분원성대장균군,224,55,11,178,,,,,,,,
2011A30,왜관,용해성 철(Fe),,,,,,,,,,,,
2011A30,왜관,불소(F),,,,,,,,,,,,
2011A30,왜관,헥사클로로벤젠,,,,,,,,,,,,
2011A30,왜관,포름알데히드,,,,,,,,,,,,
2011A30,왜관,수은(Hg),0,0,0,0,,,,,,,,
2011A30,왜관,수위,,,,,,,,,,,,
2011A30,왜관,용해성 망간(Mn),,,,,,,,,,,,
2011A30,왜관,암모니아성 질소(NH3-N),0.056,0.08,0.029,0.06,,,,,,,,
2011A30,왜관,노말헥산추출물질,,,,,,,,,,,,
2011A30,왜관,니켈(Ni),,,,,,,,,,,,
2011A30,왜관,질산성질소(NO3-N),2.634,2.805,2.543,2.163,,,,,,,,
2011A30,왜관,유기인,,,,,,,,,,,,
2011A30,왜관,납(Pb),0,0,0,0,,,,,,,,
2011A30,왜관,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
2011A30,왜관,테트라클로로에틸렌(PCE),,,0,,,,,,,,,
2011A30,왜관,수소이온농도(pH),7.4,8.1,8.8,8.4,,,,,,,,
2011A30,왜관,페놀류(phenols),0,0,0,0,,,,,,,,
2011A30,왜관,인산염 인(PO4-P),0.002,0.001,0.001,0.001,,,,,,,,
2011A30,왜관,셀레늄(Se),,,,,,,,,,,,
2011A30,왜관,부유물질(SS),3.7,4.7,6.8,5.4,,,,,,,,
2011A30,왜관,트리클로로에틸렌(TCE),,,0,,,,,,,,,
2011A30,왜관,총대장균군,1330,373,358,1445,,,,,,,,
2011A30,왜관,수온,3.2,3.7,8.8,16.2,,,,,,,,
2011A30,왜관,총질소(T-N),2.913,3.118,3.086,2.851,,,,,,,,
2011A30,왜관,총유기탄소(TOC),3,3.5,4,3.8,,,,,,,,
2011A30,왜관,총인(T-P),0.016,0.016,0.023,0.026,,,,,,,,
2011A30,왜관,투명도,,,,,,,,,,,,
2011A30,왜관,아연(Zn),,,,,,,,,,,,
2011A40,성주,음이온계면활성제(ABS),,,0,,,,,,,,,
2011A40,성주,조류,,,,,,,,,,,,
2011A40,성주,유량,,,,,,,,,,,,
2011A40,성주,안티몬(Sb),,,0,,,,,,,,,
2011A40,성주,비소(As),,,0,,,,,,,,,
2011A40,성주,바륨(Ba),,,,,,,,,,,,
2011A40,성주,벤젠,,,,,,,,,,,,
2011A40,성주,생물화학적산소요구량(BOD),1.3,1.8,1.8,1.6,,,,,,,,
2011A40,성주,사염화탄소,,,,,,,,,,,,
2011A40,성주,카드뮴(Cd),,,0,,,,,,,,,
2011A40,성주,클로로포름,,,,,,,,,,,,
2011A40,성주,염소이온(Cl-),,,,,,,,,,,,
2011A40,성주,클로로필-a(Chlorophyll-a),12.2,20.2,15,13.4,,,,,,,,
2011A40,성주,시안(CN),,,0,,,,,,,,,
2011A40,성주,화학적산소요구량(COD),5.4,6,5.2,6.1,,,,,,,,
2011A40,성주,색도,,,,,,,,,,,,
2011A40,성주,크롬(Cr),,,,,,,,,,,,
2011A40,성주,6가크롬(Cr6+),,,0,,,,,,,,,
2011A40,성주,구리(Cu),,,,,,,,,,,,
2011A40,성주,"1,2,-다이클로로에탄",,,,,,,,,,,,
2011A40,성주,다이클로로메탄,,,,,,,,,,,,
2011A40,성주,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
2011A40,성주,"1,4-다이옥세인",,,,,,,,,,,,
2011A40,성주,용존산소(DO),13.6,14.3,12.7,11.4,,,,,,,,
2011A40,성주,용존총질소(DTN),2.823,2.839,2.769,2.296,,,,,,,,
2011A40,성주,용존총인(DTP),0.008,0.007,0.006,0.007,,,,,,,,
2011A40,성주,전기전도도(EC),361,374,401,302,,,,,,,,
2011A40,성주,분원성대장균군,0,0,0,0,,,,,,,,
2011A40,성주,용해성 철(Fe),,,,,,,,,,,,
2011A40,성주,불소(F),,,,,,,,,,,,
2011A40,성주,헥사클로로벤젠,,,,,,,,,,,,
2011A40,성주,포름알데히드,,,,,,,,,,,,
2011A40,성주,수은(Hg),,,0,,,,,,,,,
2011A40,성주,수위,,,,,,,,,,,,
2011A40,성주,용해성 망간(Mn),,,,,,,,,,,,
2011A40,성주,암모니아성 질소(NH3-N),0.018,0,0.074,0.042,,,,,,,,
2011A40,성주,노말헥산추출물질,,,,,,,,,,,,
2011A40,성주,니켈(Ni),,,,,,,,,,,,
2011A40,성주,질산성질소(NO3-N),2.519,2.604,2.336,1.863,,,,,,,,
2011A40,성주,유기인,,,,,,,,,,,,
2011A40,성주,납(Pb),,,0,,,,,,,,,
2011A40,성주,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
2011A40,성주,테트라클로로에틸렌(PCE),,,,,,,,,,,,
2011A40,성주,수소이온농도(pH),8.4,8.5,8.3,8.5,,,,,,,,
2011A40,성주,페놀류(phenols),0,0,0,0,,,,,,,,
2011A40,성주,인산염 인(PO4-P),0,0,0.001,0.001,,,,,,,,
2011A40,성주,셀레늄(Se),,,,,,,,,,,,
2011A40,성주,부유물질(SS),2.3,4.8,3.9,7.5,,,,,,,,
2011A40,성주,트리클로로에틸렌(TCE),,,,,,,,,,,,
2011A40,성주,총대장균군,105,65,20,110,,,,,,,,
2011A40,성주,수온,4,4.6,11.3,18,,,,,,,,
2011A40,성주,총질소(T-N),2.875,2.94,2.845,2.386,,,,,,,,
2011A40,성주,총유기탄소(TOC),2.4,2.5,2.5,2.9,,,,,,,,
2011A40,성주,총인(T-P),0.014,0.015,0.017,0.022,,,,,,,,
2011A40,성주,투명도,,,,,,,,,,,,
2011A40,성주,아연(Zn),,,,,,,,,,,,
2011A50,백천2,음이온계면활성제(ABS),,,0,,,,,,,,,
2011A50,백천2,조류,,,,,,,,,,,,
2011A50,백천2,유량,0.753,0.572,0.784,3.611,,,,,,,,
2011A50,백천2,안티몬(Sb),,,0,,,,,,,,,
2011A50,백천2,비소(As),,,0,,,,,,,,,
2011A50,백천2,바륨(Ba),,,,,,,,,,,,
2011A50,백천2,벤젠,,,,,,,,,,,,
2011A50,백천2,생물화학적산소요구량(BOD),1.1,2.1,1.8,1.7,,,,,,,,
2011A50,백천2,사염화탄소,,,,,,,,,,,,
2011A50,백천2,카드뮴(Cd),,,0,,,,,,,,,
2011A50,백천2,클로로포름,,,,,,,,,,,,
2011A50,백천2,염소이온(Cl-),,,,,,,,,,,,
2011A50,백천2,클로로필-a(Chlorophyll-a),2,22.1,18.9,8.2,,,,,,,,
2011A50,백천2,시안(CN),,,0,,,,,,,,,
2011A50,백천2,화학적산소요구량(COD),3.9,4.8,5.2,5.4,,,,,,,,
2011A50,백천2,색도,,,,,,,,,,,,
2011A50,백천2,크롬(Cr),,,,,,,,,,,,
2011A50,백천2,6가크롬(Cr6+),,,0,,,,,,,,,
2011A50,백천2,구리(Cu),,,,,,,,,,,,
2011A50,백천2,"1,2,-다이클로로에탄",,,,,,,,,,,,
2011A50,백천2,다이클로로메탄,,,,,,,,,,,,
2011A50,백천2,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
2011A50,백천2,"1,4-다이옥세인",,,,,,,,,,,,
2011A50,백천2,용존산소(DO),12.9,11.6,11.2,8.9,,,,,,,,
2011A50,백천2,용존총질소(DTN),3.028,2.2,2.019,2.609,,,,,,,,
2011A50,백천2,용존총인(DTP),0.01,0.013,0.023,0.037,,,,,,,,
2011A50,백천2,전기전도도(EC),463,441,331,227,,,,,,,,
2011A50,백천2,분원성대장균군,230,37,250,3800,,,,,,,,
2011A50,백천2,용해성 철(Fe),,,,,,,,,,,,
2011A50,백천2,불소(F),,,,,,,,,,,,
2011A50,백천2,헥사클로로벤젠,,,,,,,,,,,,
2011A50,백천2,포름알데히드,,,,,,,,,,,,
2011A50,백천2,수은(Hg),,,0,,,,,,,,,
2011A50,백천2,수위,,,,,,,,,,,,
2011A50,백천2,용해성 망간(Mn),,,,,,,,,,,,
2011A50,백천2,암모니아성 질소(NH3-N),0.562,0.424,0.138,0.199,,,,,,,,
2011A50,백천2,노말헥산추출물질,,,,,,,,,,,,
2011A50,백천2,니켈(Ni),,,,,,,,,,,,
2011A50,백천2,질산성질소(NO3-N),2.295,1.682,1.543,1.79,,,,,,,,
2011A50,백천2,유기인,,,,,,,,,,,,
2011A50,백천2,납(Pb),,,0,,,,,,,,,
2011A50,백천2,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
2011A50,백천2,테트라클로로에틸렌(PCE),,,,,,,,,,,,
2011A50,백천2,수소이온농도(pH),7.3,7.6,7.4,7.4,,,,,,,,
2011A50,백천2,페놀류(phenols),0,0,0,0,,,,,,,,
2011A50,백천2,인산염 인(PO4-P),0.009,0.005,0.015,0.028,,,,,,,,
2011A50,백천2,셀레늄(Se),,,,,,,,,,,,
2011A50,백천2,부유물질(SS),0.4,5.2,8,16.1,,,,,,,,
2011A50,백천2,트리클로로에틸렌(TCE),,,,,,,,,,,,
2011A50,백천2,총대장균군,3900,6200,25000,21000,,,,,,,,
2011A50,백천2,수온,2.6,9.6,10.9,17,,,,,,,,
2011A50,백천2,총질소(T-N),3.04,2.399,2.113,2.75,,,,,,,,
2011A50,백천2,총유기탄소(TOC),2.3,3.1,2.6,3,,,,,,,,
2011A50,백천2,총인(T-P),0.016,0.035,0.045,0.058,,,,,,,,
2011A50,백천2,투명도,,,,,,,,,,,,
2011A50,백천2,아연(Zn),,,,,,,,,,,,
2011A52,용암,음이온계면활성제(ABS),,,,,,,,,,,,
2011A52,용암,조류,,,,,,,,,,,,
2011A52,용암,유량,,,,187.606,,,,,,,,
2011A52,용암,안티몬(Sb),,,,,,,,,,,,
2011A52,용암,비소(As),,,,,,,,,,,,
2011A52,용암,바륨(Ba),,,,,,,,,,,,
2011A52,용암,벤젠,,,,,,,,,,,,
2011A52,용암,생물화학적산소요구량(BOD),,,,2,,,,,,,,
2011A52,용암,사염화탄소,,,,,,,,,,,,
2011A52,용암,카드뮴(Cd),,,,,,,,,,,,
2011A52,용암,클로로포름,,,,,,,,,,,,
2011A52,용암,염소이온(Cl-),,,,,,,,,,,,
2011A52,용암,클로로필-a(Chlorophyll-a),,,,20.5,,,,,,,,
2011A52,용암,시안(CN),,,,,,,,,,,,
2011A52,용암,화학적산소요구량(COD),,,,6.1,,,,,,,,
2011A52,용암,색도,,,,,,,,,,,,
2011A52,용암,크롬(Cr),,,,,,,,,,,,
2011A52,용암,6가크롬(Cr6+),,,,,,,,,,,,
2011A52,용암,구리(Cu),,,,,,,,,,,,
2011A52,용암,"1,2,-다이클로로에탄",,,,,,,,,,,,
2011A52,용암,다이클로로메탄,,,,,,,,,,,,
2011A52,용암,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
2011A52,용암,"1,4-다이옥세인",,,,,,,,,,,,
2011A52,용암,용존산소(DO),,,,11.4,,,,,,,,
2011A52,용암,용존총질소(DTN),,,,2.412,,,,,,,,
2011A52,용암,용존총인(DTP),,,,0.011,,,,,,,,
2011A52,용암,전기전도도(EC),,,,241,,,,,,,,
2011A52,용암,분원성대장균군,,,,,,,,,,,,
2011A52,용암,용해성 철(Fe),,,,,,,,,,,,
2011A52,용암,불소(F),,,,,,,,,,,,
2011A52,용암,헥사클로로벤젠,,,,,,,,,,,,
2011A52,용암,포름알데히드,,,,,,,,,,,,
2011A52,용암,수은(Hg),,,,,,,,,,,,
2011A52,용암,수위,,,,,,,,,,,,
2011A52,용암,용해성 망간(Mn),,,,,,,,,,,,
2011A52,용암,암모니아성 질소(NH3-N),,,,0.043,,,,,,,,
2011A52,용암,노말헥산추출물질,,,,,,,,,,,,
2011A52,용암,니켈(Ni),,,,,,,,,,,,
2011A52,용암,질산성질소(NO3-N),,,,1.975,,,,,,,,
2011A52,용암,유기인,,,,,,,,,,,,
2011A52,용암,납(Pb),,,,,,,,,,,,
2011A52,용암,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
2011A52,용암,테트라클로로에틸렌(PCE),,,,,,,,,,,,
2011A52,용암,수소이온농도(pH),,,,8,,,,,,,,
2011A52,용암,페놀류(phenols),,,,,,,,,,,,
2011A52,용암,인산염 인(PO4-P),,,,0.002,,,,,,,,
2011A52,용암,셀레늄(Se),,,,,,,,,,,,
2011A52,용암,부유물질(SS),,,,5.7,,,,,,,,
2011A52,용암,트리클로로에틸렌(TCE),,,,,,,,,,,,
2011A52,용암,총대장균군,,,,,,,,,,,,
2011A52,용암,수온,,,,16.1,,,,,,,,
2011A52,용암,총질소(T-N),,,,2.661,,,,,,,,
2011A52,용암,총유기탄소(TOC),,,,3.5,,,,,,,,
2011A52,용암,총인(T-P),,,,0.028,,,,,,,,
2011A52,용암,투명도,,,,,,,,,,,,
2011A52,용암,아연(Zn),,,,,,,,,,,,
2011A53,하빈천,음이온계면활성제(ABS),,,,,,,,,,,,
2011A53,하빈천,조류,,,,,,,,,,,,
2011A53,하빈천,유량,0.052,0.134,0.072,0.993,,,,,,,,
2011A53,하빈천,안티몬(Sb),,,,,,,,,,,,
2011A53,하빈천,비소(As),,,,,,,,,,,,
2011A53,하빈천,바륨(Ba),,,,,,,,,,,,
2011A53,하빈천,벤젠,,,,,,,,,,,,
2011A53,하빈천,생물화학적산소요구량(BOD),2.3,6.7,5,2.2,,,,,,,,
2011A53,하빈천,사염화탄소,,,,,,,,,,,,
2011A53,하빈천,카드뮴(Cd),,,,,,,,,,,,
2011A53,하빈천,클로로포름,,,,,,,,,,,,
2011A53,하빈천,염소이온(Cl-),,,,,,,,,,,,
2011A53,하빈천,클로로필-a(Chlorophyll-a),16.9,134.9,44.8,14,,,,,,,,
2011A53,하빈천,시안(CN),,,,,,,,,,,,
2011A53,하빈천,화학적산소요구량(COD),6.7,12.3,9,8.5,,,,,,,,
2011A53,하빈천,색도,,,,,,,,,,,,
2011A53,하빈천,크롬(Cr),,,,,,,,,,,,
2011A53,하빈천,6가크롬(Cr6+),,,,,,,,,,,,
2011A53,하빈천,구리(Cu),,,,,,,,,,,,
2011A53,하빈천,"1,2,-다이클로로에탄",,,,,,,,,,,,
2011A53,하빈천,다이클로로메탄,,,,,,,,,,,,
2011A53,하빈천,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
2011A53,하빈천,"1,4-다이옥세인",,,,,,,,,,,,
2011A53,하빈천,용존산소(DO),14.3,15.3,12.7,8.8,,,,,,,,
2011A53,하빈천,용존총질소(DTN),1.107,0.779,1.973,2.481,,,,,,,,
2011A53,하빈천,용존총인(DTP),0.035,0.02,0.027,0.049,,,,,,,,
2011A53,하빈천,전기전도도(EC),585,594,355,302,,,,,,,,
2011A53,하빈천,분원성대장균군,,,,,,,,,,,,
2011A53,하빈천,용해성 철(Fe),,,,,,,,,,,,
