지점코드,지점명,측정항목,2026년1월,2026년2월,2026년3월,2026년4월,2026년5월,2026년6월,2026년7월,2026년8월,2026년9월,2026년 10월,2026년11월,2026년12월
1023A15,사미천,용해성 망간(Mn),,,,,,,,,,,,
1023A15,사미천,암모니아성 질소(NH3-N),,,,,,,,,,,,
1023A15,사미천,노말헥산추출물질,,,,,,,,,,,,
1023A15,사미천,니켈(Ni),,,,,,,,,,,,
1023A15,사미천,질산성질소(NO3-N),,,,,,,,,,,,
1023A15,사미천,유기인,,,,,,,,,,,,
1023A15,사미천,납(Pb),,,,,,,,,,,,
1023A15,사미천,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
1023A15,사미천,테트라클로로에틸렌(PCE),,,,,,,,,,,,
1023A15,사미천,수소이온농도(pH),,7.6,7.7,7.7,,,,,,,,
1023A15,사미천,페놀류(phenols),,,,,,,,,,,,
1023A15,사미천,인산염 인(PO4-P),,,,,,,,,,,,
1023A15,사미천,셀레늄(Se),,,,,,,,,,,,
1023A15,사미천,부유물질(SS),,35.3,4.8,7,,,,,,,,
1023A15,사미천,트리클로로에틸렌(TCE),,,,,,,,,,,,
1023A15,사미천,총대장균군,,,,,,,,,,,,
1023A15,사미천,수온,,4.9,8.5,15.5,,,,,,,,
1023A15,사미천,총질소(T-N),,1.25,1.154,1.125,,,,,,,,
1023A15,사미천,총유기탄소(TOC),,1.2,0.9,1.1,,,,,,,,
1023A15,사미천,총인(T-P),,0.067,0.035,0.037,,,,,,,,
1023A15,사미천,투명도,,,,,,,,,,,,
1023A15,사미천,아연(Zn),,,,,,,,,,,,
1023A20,임진강5,음이온계면활성제(ABS),,,0,,,,,,,,,
1023A20,임진강5,조류,,,,,,,,,,,,
1023A20,임진강5,유량,,,,,,,,,,,,
1023A20,임진강5,안티몬(Sb),,,0,,,,,,,,,
1023A20,임진강5,비소(As),,,0,,,,,,,,,
1023A20,임진강5,바륨(Ba),,,,,,,,,,,,
1023A20,임진강5,벤젠,,,,,,,,,,,,
1023A20,임진강5,생물화학적산소요구량(BOD),,,1.8,3,,,,,,,,
1023A20,임진강5,사염화탄소,,,,,,,,,,,,
1023A20,임진강5,카드뮴(Cd),,,0,,,,,,,,,
1023A20,임진강5,클로로포름,,,,,,,,,,,,
1023A20,임진강5,염소이온(Cl-),,,,,,,,,,,,
1023A20,임진강5,클로로필-a(Chlorophyll-a),,,6.4,39.2,,,,,,,,
1023A20,임진강5,시안(CN),,,0,,,,,,,,,
1023A20,임진강5,화학적산소요구량(COD),,,5,6.5,,,,,,,,
1023A20,임진강5,색도,,,,,,,,,,,,
1023A20,임진강5,크롬(Cr),,,,,,,,,,,,
1023A20,임진강5,6가크롬(Cr6+),,,0,,,,,,,,,
1023A20,임진강5,구리(Cu),,,,,,,,,,,,
1023A20,임진강5,"1,2,-다이클로로에탄",,,,,,,,,,,,
1023A20,임진강5,다이클로로메탄,,,,,,,,,,,,
1023A20,임진강5,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
1023A20,임진강5,"1,4-다이옥세인",,,,,,,,,,,,
1023A20,임진강5,용존산소(DO),,,13.2,10.9,,,,,,,,
1023A20,임진강5,용존총질소(DTN),,,3.635,2.874,,,,,,,,
1023A20,임진강5,용존총인(DTP),,,0.014,0.008,,,,,,,,
1023A20,임진강5,전기전도도(EC),,,442,460,,,,,,,,
1023A20,임진강5,분원성대장균군,,,10,10,,,,,,,,
1023A20,임진강5,용해성 철(Fe),,,,,,,,,,,,
1023A20,임진강5,불소(F),,,,,,,,,,,,
1023A20,임진강5,헥사클로로벤젠,,,,,,,,,,,,
1023A20,임진강5,포름알데히드,,,,,,,,,,,,
1023A20,임진강5,수은(Hg),,,0,,,,,,,,,
1023A20,임진강5,수위,,,,,,,,,,,,
1023A20,임진강5,용해성 망간(Mn),,,,,,,,,,,,
1023A20,임진강5,암모니아성 질소(NH3-N),,,0.678,0.11,,,,,,,,
1023A20,임진강5,노말헥산추출물질,,,,,,,,,,,,
1023A20,임진강5,니켈(Ni),,,,,,,,,,,,
1023A20,임진강5,질산성질소(NO3-N),,,2.632,2.415,,,,,,,,
1023A20,임진강5,유기인,,,,,,,,,,,,
1023A20,임진강5,납(Pb),,,0,,,,,,,,,
1023A20,임진강5,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
1023A20,임진강5,테트라클로로에틸렌(PCE),,,,,,,,,,,,
1023A20,임진강5,수소이온농도(pH),,,8.3,8.5,,,,,,,,
1023A20,임진강5,페놀류(phenols),,,0,0,,,,,,,,
1023A20,임진강5,인산염 인(PO4-P),,,0.008,0.008,,,,,,,,
1023A20,임진강5,셀레늄(Se),,,,,,,,,,,,
1023A20,임진강5,부유물질(SS),,,6.4,16.4,,,,,,,,
1023A20,임진강5,트리클로로에틸렌(TCE),,,,,,,,,,,,
1023A20,임진강5,총대장균군,,,430,140,,,,,,,,
1023A20,임진강5,수온,,,6.9,14.7,,,,,,,,
1023A20,임진강5,총질소(T-N),,,3.638,3.021,,,,,,,,
1023A20,임진강5,총유기탄소(TOC),,,3.1,3.6,,,,,,,,
1023A20,임진강5,총인(T-P),,,0.03,0.038,,,,,,,,
1023A20,임진강5,투명도,,,,,,,,,,,,
1023A20,임진강5,아연(Zn),,,,,,,,,,,,
1023A22,임진강6,음이온계면활성제(ABS),,,,,,,,,,,,
1023A22,임진강6,조류,,,,,,,,,,,,
1023A22,임진강6,유량,,21.477,89.905,,,,,,,,,
1023A22,임진강6,안티몬(Sb),,,,,,,,,,,,
1023A22,임진강6,비소(As),,,,,,,,,,,,
1023A22,임진강6,바륨(Ba),,,,,,,,,,,,
1023A22,임진강6,벤젠,,,,,,,,,,,,
1023A22,임진강6,생물화학적산소요구량(BOD),,1.8,2.1,2.8,,,,,,,,
1023A22,임진강6,사염화탄소,,,,,,,,,,,,
1023A22,임진강6,카드뮴(Cd),,,,,,,,,,,,
1023A22,임진강6,클로로포름,,,,,,,,,,,,
1023A22,임진강6,염소이온(Cl-),,,,,,,,,,,,
1023A22,임진강6,클로로필-a(Chlorophyll-a),,,,,,,,,,,,
1023A22,임진강6,시안(CN),,,,,,,,,,,,
1023A22,임진강6,화학적산소요구량(COD),,3.2,4.4,5.5,,,,,,,,
1023A22,임진강6,색도,,,,,,,,,,,,
1023A22,임진강6,크롬(Cr),,,,,,,,,,,,
1023A22,임진강6,6가크롬(Cr6+),,,,,,,,,,,,
1023A22,임진강6,구리(Cu),,,,,,,,,,,,
1023A22,임진강6,"1,2,-다이클로로에탄",,,,,,,,,,,,
1023A22,임진강6,다이클로로메탄,,,,,,,,,,,,
1023A22,임진강6,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
1023A22,임진강6,"1,4-다이옥세인",,,,,,,,,,,,
1023A22,임진강6,용존산소(DO),,12.9,11.4,10.5,,,,,,,,
1023A22,임진강6,용존총질소(DTN),,3.55,3.439,2.607,,,,,,,,
1023A22,임진강6,용존총인(DTP),,0.018,0.019,0.016,,,,,,,,
1023A22,임진강6,전기전도도(EC),,275,439,414,,,,,,,,
1023A22,임진강6,분원성대장균군,,,,,,,,,,,,
1023A22,임진강6,용해성 철(Fe),,,,,,,,,,,,
1023A22,임진강6,불소(F),,,,,,,,,,,,
1023A22,임진강6,헥사클로로벤젠,,,,,,,,,,,,
1023A22,임진강6,포름알데히드,,,,,,,,,,,,
1023A22,임진강6,수은(Hg),,,,,,,,,,,,
1023A22,임진강6,수위,,,,,,,,,,,,
1023A22,임진강6,용해성 망간(Mn),,,,,,,,,,,,
1023A22,임진강6,암모니아성 질소(NH3-N),,0.488,0.404,0.056,,,,,,,,
1023A22,임진강6,노말헥산추출물질,,,,,,,,,,,,
1023A22,임진강6,니켈(Ni),,,,,,,,,,,,
1023A22,임진강6,질산성질소(NO3-N),,2.766,2.77,2.249,,,,,,,,
1023A22,임진강6,유기인,,,,,,,,,,,,
1023A22,임진강6,납(Pb),,,,,,,,,,,,
1023A22,임진강6,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
1023A22,임진강6,테트라클로로에틸렌(PCE),,,,,,,,,,,,
1023A22,임진강6,수소이온농도(pH),,7.9,8,8.6,,,,,,,,
1023A22,임진강6,페놀류(phenols),,,,,,,,,,,,
1023A22,임진강6,인산염 인(PO4-P),,0,0.005,0,,,,,,,,
1023A22,임진강6,셀레늄(Se),,,,,,,,,,,,
1023A22,임진강6,부유물질(SS),,6.8,10.8,20.4,,,,,,,,
1023A22,임진강6,트리클로로에틸렌(TCE),,,,,,,,,,,,
1023A22,임진강6,총대장균군,,,,,,,,,,,,
1023A22,임진강6,수온,,4,9.2,16.4,,,,,,,,
1023A22,임진강6,총질소(T-N),,3.584,3.551,2.852,,,,,,,,
1023A22,임진강6,총유기탄소(TOC),,2.5,2.8,4,,,,,,,,
1023A22,임진강6,총인(T-P),,0.032,0.04,0.072,,,,,,,,
1023A22,임진강6,투명도,,,,,,,,,,,,
1023A22,임진강6,아연(Zn),,,,,,,,,,,,
1023A25,임진강7,음이온계면활성제(ABS),0,0,0,0,,,,,,,,
1023A25,임진강7,조류,,,,,,,,,,,,
1023A25,임진강7,유량,,,,,,,,,,,,
1023A25,임진강7,안티몬(Sb),0,0,0,0,,,,,,,,
1023A25,임진강7,비소(As),0,0,0,0,,,,,,,,
1023A25,임진강7,바륨(Ba),,,,,,,,,,,,
1023A25,임진강7,벤젠,,,0,,,,,,,,,
1023A25,임진강7,생물화학적산소요구량(BOD),1.3,2.5,2,3,,,,,,,,
1023A25,임진강7,사염화탄소,,,0,,,,,,,,,
1023A25,임진강7,카드뮴(Cd),0,0,0,0,,,,,,,,
1023A25,임진강7,클로로포름,,,0,,,,,,,,,
1023A25,임진강7,염소이온(Cl-),,,,,,,,,,,,
1023A25,임진강7,클로로필-a(Chlorophyll-a),0.1,0.5,12,6,,,,,,,,
1023A25,임진강7,시안(CN),0,0,0,0,,,,,,,,
1023A25,임진강7,화학적산소요구량(COD),2.8,3.6,3.6,4.6,,,,,,,,
1023A25,임진강7,색도,,,,,,,,,,,,
1023A25,임진강7,크롬(Cr),,,,,,,,,,,,
1023A25,임진강7,6가크롬(Cr6+),0,0,0,0,,,,,,,,
1023A25,임진강7,구리(Cu),,,,,,,,,,,,
1023A25,임진강7,"1,2,-다이클로로에탄",,,0,,,,,,,,,
1023A25,임진강7,다이클로로메탄,,,0,,,,,,,,,
1023A25,임진강7,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
1023A25,임진강7,"1,4-다이옥세인",,,,,,,,,,,,
1023A25,임진강7,용존산소(DO),13.4,11.9,10.4,9.3,,,,,,,,
1023A25,임진강7,용존총질소(DTN),4.091,3.959,4.036,3.312,,,,,,,,
1023A25,임진강7,용존총인(DTP),0.022,0.037,0.031,0.024,,,,,,,,
1023A25,임진강7,전기전도도(EC),482,751,1890,1495,,,,,,,,
1023A25,임진강7,분원성대장균군,168,900,473,332,,,,,,,,
1023A25,임진강7,용해성 철(Fe),,,,,,,,,,,,
1023A25,임진강7,불소(F),,,,,,,,,,,,
1023A25,임진강7,헥사클로로벤젠,,,,,,,,,,,,
1023A25,임진강7,포름알데히드,,,,,,,,,,,,
1023A25,임진강7,수은(Hg),0,0,0,0,,,,,,,,
1023A25,임진강7,수위,,,,,,,,,,,,
1023A25,임진강7,용해성 망간(Mn),,,,,,,,,,,,
1023A25,임진강7,암모니아성 질소(NH3-N),0.397,0.599,0.638,0.258,,,,,,,,
1023A25,임진강7,노말헥산추출물질,,,,,,,,,,,,
1023A25,임진강7,니켈(Ni),,,,,,,,,,,,
1023A25,임진강7,질산성질소(NO3-N),3.406,2.803,2.897,2.488,,,,,,,,
1023A25,임진강7,유기인,,,,,,,,,,,,
1023A25,임진강7,납(Pb),0,0,0,0,,,,,,,,
1023A25,임진강7,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
1023A25,임진강7,테트라클로로에틸렌(PCE),,,0,,,,,,,,,
1023A25,임진강7,수소이온농도(pH),7.7,7.9,7.7,8,,,,,,,,
1023A25,임진강7,페놀류(phenols),0,0,0,0,,,,,,,,
1023A25,임진강7,인산염 인(PO4-P),0.016,0.029,0.02,0.015,,,,,,,,
1023A25,임진강7,셀레늄(Se),,,,,,,,,,,,
1023A25,임진강7,부유물질(SS),23.1,81.7,59,128.6,,,,,,,,
1023A25,임진강7,트리클로로에틸렌(TCE),,,0,,,,,,,,,
1023A25,임진강7,총대장균군,1030,1800,2090,2900,,,,,,,,
1023A25,임진강7,수온,0.6,2.2,8.1,16.2,,,,,,,,
1023A25,임진강7,총질소(T-N),4.156,4.067,4.233,3.444,,,,,,,,
1023A25,임진강7,총유기탄소(TOC),1.7,4.7,3,2.7,,,,,,,,
1023A25,임진강7,총인(T-P),0.06,0.139,0.078,0.092,,,,,,,,
1023A25,임진강7,투명도,,,,,,,,,,,,
1023A25,임진강7,아연(Zn),,,,,,,,,,,,
1023A30,문산천2,음이온계면활성제(ABS),,,0,,,,,,,,,
1023A30,문산천2,조류,,,,,,,,,,,,
1023A30,문산천2,유량,,,,,,,,,,,,
1023A30,문산천2,안티몬(Sb),,,0,,,,,,,,,
1023A30,문산천2,비소(As),,,0,,,,,,,,,
1023A30,문산천2,바륨(Ba),,,,,,,,,,,,
1023A30,문산천2,벤젠,,,,,,,,,,,,
1023A30,문산천2,생물화학적산소요구량(BOD),1.4,1.4,1.4,2.6,,,,,,,,
1023A30,문산천2,사염화탄소,,,,,,,,,,,,
1023A30,문산천2,카드뮴(Cd),,,0,,,,,,,,,
1023A30,문산천2,클로로포름,,,,,,,,,,,,
1023A30,문산천2,염소이온(Cl-),,,,,,,,,,,,
1023A30,문산천2,클로로필-a(Chlorophyll-a),2.1,3.3,1.7,51.8,,,,,,,,
1023A30,문산천2,시안(CN),,,0,,,,,,,,,
1023A30,문산천2,화학적산소요구량(COD),2.6,2.9,3.8,5.4,,,,,,,,
1023A30,문산천2,색도,,,,,,,,,,,,
1023A30,문산천2,크롬(Cr),,,,,,,,,,,,
1023A30,문산천2,6가크롬(Cr6+),,,0,,,,,,,,,
1023A30,문산천2,구리(Cu),,,,,,,,,,,,
1023A30,문산천2,"1,2,-다이클로로에탄",,,,,,,,,,,,
1023A30,문산천2,다이클로로메탄,,,,,,,,,,,,
1023A30,문산천2,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
1023A30,문산천2,"1,4-다이옥세인",,,,,,,,,,,,
1023A30,문산천2,용존산소(DO),15.3,14.7,13.1,9.1,,,,,,,,
1023A30,문산천2,용존총질소(DTN),3.104,3.319,2.8,1.938,,,,,,,,
1023A30,문산천2,용존총인(DTP),0.03,0.027,0.027,0.026,,,,,,,,
1023A30,문산천2,전기전도도(EC),310,501,377,415,,,,,,,,
1023A30,문산천2,분원성대장균군,190,180,700,700,,,,,,,,
1023A30,문산천2,용해성 철(Fe),,,,,,,,,,,,
1023A30,문산천2,불소(F),,,,,,,,,,,,
1023A30,문산천2,헥사클로로벤젠,,,,,,,,,,,,
1023A30,문산천2,포름알데히드,,,,,,,,,,,,
1023A30,문산천2,수은(Hg),,,0,,,,,,,,,
1023A30,문산천2,수위,,,,,,,,,,,,
1023A30,문산천2,용해성 망간(Mn),,,,,,,,,,,,
1023A30,문산천2,암모니아성 질소(NH3-N),0.09,0.15,0.041,0.089,,,,,,,,
1023A30,문산천2,노말헥산추출물질,,,,,,,,,,,,
1023A30,문산천2,니켈(Ni),,,,,,,,,,,,
1023A30,문산천2,질산성질소(NO3-N),2.754,2.958,2.484,1.661,,,,,,,,
1023A30,문산천2,유기인,,,,,,,,,,,,
1023A30,문산천2,납(Pb),,,0,,,,,,,,,
1023A30,문산천2,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
1023A30,문산천2,테트라클로로에틸렌(PCE),,,,,,,,,,,,
1023A30,문산천2,수소이온농도(pH),7.1,7.2,8,7.1,,,,,,,,
1023A30,문산천2,페놀류(phenols),0,0,0,0,,,,,,,,
1023A30,문산천2,인산염 인(PO4-P),0.025,0.018,0.019,0.009,,,,,,,,
1023A30,문산천2,셀레늄(Se),,,,,,,,,,,,
1023A30,문산천2,부유물질(SS),1.5,3.7,3.3,8.4,,,,,,,,
1023A30,문산천2,트리클로로에틸렌(TCE),,,,,,,,,,,,
1023A30,문산천2,총대장균군,410,1100,6000,37000,,,,,,,,
1023A30,문산천2,수온,0.6,1.3,5.8,14.6,,,,,,,,
1023A30,문산천2,총질소(T-N),3.12,3.324,2.808,2.111,,,,,,,,
1023A30,문산천2,총유기탄소(TOC),2.1,2.4,3.2,2.8,,,,,,,,
1023A30,문산천2,총인(T-P),0.037,0.04,0.049,0.081,,,,,,,,
1023A30,문산천2,투명도,,,,,,,,,,,,
1023A30,문산천2,아연(Zn),,,,,,,,,,,,
1023A40,문산천3,음이온계면활성제(ABS),,,0,,,,,,,,,
1023A40,문산천3,조류,,,,,,,,,,,,
1023A40,문산천3,유량,,,,,,,,,,,,
1023A40,문산천3,안티몬(Sb),,,0,,,,,,,,,
1023A40,문산천3,비소(As),,,0,,,,,,,,,
1023A40,문산천3,바륨(Ba),,,,,,,,,,,,
1023A40,문산천3,벤젠,,,,,,,,,,,,
1023A40,문산천3,생물화학적산소요구량(BOD),2.1,1.7,2,3.4,,,,,,,,
1023A40,문산천3,사염화탄소,,,,,,,,,,,,
1023A40,문산천3,카드뮴(Cd),,,0,,,,,,,,,
1023A40,문산천3,클로로포름,,,,,,,,,,,,
1023A40,문산천3,염소이온(Cl-),,,,,,,,,,,,
1023A40,문산천3,클로로필-a(Chlorophyll-a),3.3,4.4,4,41.3,,,,,,,,
1023A40,문산천3,시안(CN),,,0,,,,,,,,,
1023A40,문산천3,화학적산소요구량(COD),3.1,3.8,5.8,6.9,,,,,,,,
1023A40,문산천3,색도,,,,,,,,,,,,
1023A40,문산천3,크롬(Cr),,,,,,,,,,,,
1023A40,문산천3,6가크롬(Cr6+),,,0,,,,,,,,,
1023A40,문산천3,구리(Cu),,,,,,,,,,,,
1023A40,문산천3,"1,2,-다이클로로에탄",,,,,,,,,,,,
1023A40,문산천3,다이클로로메탄,,,,,,,,,,,,
1023A40,문산천3,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
1023A40,문산천3,"1,4-다이옥세인",,,,,,,,,,,,
1023A40,문산천3,용존산소(DO),15,17.9,15.6,10.3,,,,,,,,
1023A40,문산천3,용존총질소(DTN),3.769,3.999,2.938,2.295,,,,,,,,
1023A40,문산천3,용존총인(DTP),0.057,0.057,0.038,0.034,,,,,,,,
1023A40,문산천3,전기전도도(EC),435,368,506,652,,,,,,,,
1023A40,문산천3,분원성대장균군,300,460,190,190,,,,,,,,
1023A40,문산천3,용해성 철(Fe),,,,,,,,,,,,
1023A40,문산천3,불소(F),,,,,,,,,,,,
1023A40,문산천3,헥사클로로벤젠,,,,,,,,,,,,
1023A40,문산천3,포름알데히드,,,,,,,,,,,,
1023A40,문산천3,수은(Hg),,,0,,,,,,,,,
1023A40,문산천3,수위,,,,,,,,,,,,
1023A40,문산천3,용해성 망간(Mn),,,,,,,,,,,,
1023A40,문산천3,암모니아성 질소(NH3-N),0.315,0.438,0.221,0.23,,,,,,,,
1023A40,문산천3,노말헥산추출물질,,,,,,,,,,,,
1023A40,문산천3,니켈(Ni),,,,,,,,,,,,
1023A40,문산천3,질산성질소(NO3-N),3.106,3.208,2.411,1.611,,,,,,,,
1023A40,문산천3,유기인,,,,,,,,,,,,
1023A40,문산천3,납(Pb),,,0,,,,,,,,,
1023A40,문산천3,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
1023A40,문산천3,테트라클로로에틸렌(PCE),,,,,,,,,,,,
1023A40,문산천3,수소이온농도(pH),7.1,7.5,8.2,7.8,,,,,,,,
1023A40,문산천3,페놀류(phenols),0,0,0,0,,,,,,,,
1023A40,문산천3,인산염 인(PO4-P),0.05,0.045,0.029,0.016,,,,,,,,
1023A40,문산천3,셀레늄(Se),,,,,,,,,,,,
1023A40,문산천3,부유물질(SS),4.7,13.6,10.4,25.2,,,,,,,,
1023A40,문산천3,트리클로로에틸렌(TCE),,,,,,,,,,,,
1023A40,문산천3,총대장균군,1200,3200,1300,6000,,,,,,,,
1023A40,문산천3,수온,0.6,2,6.7,13.1,,,,,,,,
1023A40,문산천3,총질소(T-N),3.78,4.035,2.956,2.389,,,,,,,,
1023A40,문산천3,총유기탄소(TOC),2.6,3.6,3.1,4.3,,,,,,,,
1023A40,문산천3,총인(T-P),0.076,0.072,0.063,0.085,,,,,,,,
1023A40,문산천3,투명도,,,,,,,,,,,,
1023A40,문산천3,아연(Zn),,,,,,,,,,,,
1023A50,문산천4,음이온계면활성제(ABS),,,0,,,,,,,,,
1023A50,문산천4,조류,,,,,,,,,,,,
1023A50,문산천4,유량,,1.033,1.328,,,,,,,,,
1023A50,문산천4,안티몬(Sb),,,0,,,,,,,,,
1023A50,문산천4,비소(As),,,0,,,,,,,,,
1023A50,문산천4,바륨(Ba),,,,,,,,,,,,
1023A50,문산천4,벤젠,,,,,,,,,,,,
1023A50,문산천4,생물화학적산소요구량(BOD),2.5,2.4,3,3.7,,,,,,,,
1023A50,문산천4,사염화탄소,,,,,,,,,,,,
1023A50,문산천4,카드뮴(Cd),,,0,,,,,,,,,
1023A50,문산천4,클로로포름,,,,,,,,,,,,
1023A50,문산천4,염소이온(Cl-),,,,,,,,,,,,
1023A50,문산천4,클로로필-a(Chlorophyll-a),5.2,2.3,7.6,98.6,,,,,,,,
1023A50,문산천4,시안(CN),,,0,,,,,,,,,
1023A50,문산천4,화학적산소요구량(COD),6.3,4.9,6.7,6.6,,,,,,,,
1023A50,문산천4,색도,,,,,,,,,,,,
1023A50,문산천4,크롬(Cr),,,,,,,,,,,,
1023A50,문산천4,6가크롬(Cr6+),,,0,,,,,,,,,
1023A50,문산천4,구리(Cu),,,,,,,,,,,,
1023A50,문산천4,"1,2,-다이클로로에탄",,,,,,,,,,,,
1023A50,문산천4,다이클로로메탄,,,,,,,,,,,,
1023A50,문산천4,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
1023A50,문산천4,"1,4-다이옥세인",,,,,,,,,,,,
1023A50,문산천4,용존산소(DO),13.1,12,11,9.7,,,,,,,,
1023A50,문산천4,용존총질소(DTN),4.295,3.404,3.222,2.741,,,,,,,,
1023A50,문산천4,용존총인(DTP),0.025,0.04,0.039,0.03,,,,,,,,
1023A50,문산천4,전기전도도(EC),586,578,627,592,,,,,,,,
1023A50,문산천4,분원성대장균군,3400,350,3700,1300,,,,,,,,
1023A50,문산천4,용해성 철(Fe),,,,,,,,,,,,
1023A50,문산천4,불소(F),,,,,,,,,,,,
1023A50,문산천4,헥사클로로벤젠,,,,,,,,,,,,
1023A50,문산천4,포름알데히드,,,,,,,,,,,,
1023A50,문산천4,수은(Hg),,,0,,,,,,,,,
1023A50,문산천4,수위,,,,,,,,,,,,
1023A50,문산천4,용해성 망간(Mn),,,,,,,,,,,,
1023A50,문산천4,암모니아성 질소(NH3-N),0.511,0.325,0.375,0.246,,,,,,,,
1023A50,문산천4,노말헥산추출물질,,,,,,,,,,,,
1023A50,문산천4,니켈(Ni),,,,,,,,,,,,
1023A50,문산천4,질산성질소(NO3-N),3.048,2.62,2.227,1.994,,,,,,,,
1023A50,문산천4,유기인,,,,,,,,,,,,
1023A50,문산천4,납(Pb),,,0,,,,,,,,,
1023A50,문산천4,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
1023A50,문산천4,테트라클로로에틸렌(PCE),,,,,,,,,,,,
1023A50,문산천4,수소이온농도(pH),7.7,7.5,7.6,7.8,,,,,,,,
1023A50,문산천4,페놀류(phenols),0,0,0,0,,,,,,,,
1023A50,문산천4,인산염 인(PO4-P),0.008,0.006,0.014,0.001,,,,,,,,
1023A50,문산천4,셀레늄(Se),,,,,,,,,,,,
1023A50,문산천4,부유물질(SS),153,12,64.5,86.9,,,,,,,,
1023A50,문산천4,트리클로로에틸렌(TCE),,,,,,,,,,,,
1023A50,문산천4,총대장균군,13000,15000,52000,49000,,,,,,,,
1023A50,문산천4,수온,0.6,6.1,9.9,16.6,,,,,,,,
1023A50,문산천4,총질소(T-N),4.365,3.526,3.46,3.128,,,,,,,,
1023A50,문산천4,총유기탄소(TOC),4.1,3.3,4.3,5.2,,,,,,,,
1023A50,문산천4,총인(T-P),0.135,0.103,0.226,0.142,,,,,,,,
1023A50,문산천4,투명도,,,,,,,,,,,,
1023A50,문산천4,아연(Zn),,,,,,,,,,,,
1024A10,월곶,음이온계면활성제(ABS),,,,,,,,,,,,
1024A10,월곶,조류,,,,,,,,,,,,
1024A10,월곶,유량,,,,,,,,,,,,
1024A10,월곶,안티몬(Sb),,,,,,,,,,,,
1024A10,월곶,비소(As),,,,,,,,,,,,
1024A10,월곶,바륨(Ba),,,,,,,,,,,,
1024A10,월곶,벤젠,,,,,,,,,,,,
1024A10,월곶,생물화학적산소요구량(BOD),,,,,,,,,,,,
1024A10,월곶,사염화탄소,,,,,,,,,,,,
1024A10,월곶,카드뮴(Cd),,,,,,,,,,,,
1024A10,월곶,클로로포름,,,,,,,,,,,,
1024A10,월곶,염소이온(Cl-),,,,,,,,,,,,
1024A10,월곶,클로로필-a(Chlorophyll-a),,,,,,,,,,,,
1024A10,월곶,시안(CN),,,,,,,,,,,,
1024A10,월곶,화학적산소요구량(COD),,,,,,,,,,,,
1024A10,월곶,색도,,,,,,,,,,,,
1024A10,월곶,크롬(Cr),,,,,,,,,,,,
1024A10,월곶,6가크롬(Cr6+),,,,,,,,,,,,
1024A10,월곶,구리(Cu),,,,,,,,,,,,
1024A10,월곶,"1,2,-다이클로로에탄",,,,,,,,,,,,
1024A10,월곶,다이클로로메탄,,,,,,,,,,,,
1024A10,월곶,다이에틸헥실프탈레이트(DEHP),,,,,,,,,,,,
1024A10,월곶,"1,4-다이옥세인",,,,,,,,,,,,
1024A10,월곶,용존산소(DO),,,,,,,,,,,,
1024A10,월곶,용존총질소(DTN),,,,,,,,,,,,
1024A10,월곶,용존총인(DTP),,,,,,,,,,,,
1024A10,월곶,전기전도도(EC),,,,,,,,,,,,
1024A10,월곶,분원성대장균군,,,,,,,,,,,,
1024A10,월곶,용해성 철(Fe),,,,,,,,,,,,
1024A10,월곶,불소(F),,,,,,,,,,,,
1024A10,월곶,헥사클로로벤젠,,,,,,,,,,,,
1024A10,월곶,포름알데히드,,,,,,,,,,,,
1024A10,월곶,수은(Hg),,,,,,,,,,,,
1024A10,월곶,수위,,,,,,,,,,,,
1024A10,월곶,용해성 망간(Mn),,,,,,,,,,,,
1024A10,월곶,암모니아성 질소(NH3-N),,,,,,,,,,,,
1024A10,월곶,노말헥산추출물질,,,,,,,,,,,,
1024A10,월곶,니켈(Ni),,,,,,,,,,,,
1024A10,월곶,질산성질소(NO3-N),,,,,,,,,,,,
1024A10,월곶,유기인,,,,,,,,,,,,
1024A10,월곶,납(Pb),,,,,,,,,,,,
1024A10,월곶,폴리클로리네이티드비페닐(PCB),,,,,,,,,,,,
1024A10,월곶,테트라클로로에틸렌(PCE),,,,,,,,,,,,
1024A10,월곶,수소이온농도(pH),,,,,,,,,,,,
1024A10,월곶,페놀류(phenols),,,,,,,,,,,,
1024A10,월곶,인산염 인(PO4-P),,,,,,,,,,,,
1024A10,월곶,셀레늄(Se),,,,,,,,,,,,
1024A10,월곶,부유물질(SS),,,,,,,,,,,,
1024A10,월곶,트리클로로에틸렌(TCE),,,,,,,,,,,,
1024A10,월곶,총대장균군,,,,,,,,,,,,
1024A10,월곶,수온,,,,,,,,,,,,
1024A10,월곶,총질소(T-N),,,,,,,,,,,,
1024A10,월곶,총유기탄소(TOC),,,,,,,,,,,,
1024A10,월곶,총인(T-P),,,,,,,,,,,,
